time,temp,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,rain_3h,clouds_all,weather_id,generation biomass,generation other renewable,generation solar,generation wind onshore
00,270.475,270.475,270.475,1001,77,1,0.0,0.0,0,800,447.0,73.0,49.0,6378.0
01,270.475,270.475,270.475,1001,77,1,0.0,0.0,0,800,449.0,71.0,50.0,5890.0
02,269.686,269.686,269.686,1002,78,0,0.0,0.0,0,800,448.0,73.0,50.0,5461.0
03,269.686,269.686,269.686,1002,78,0,0.0,0.0,0,800,438.0,75.0,50.0,5238.0
04,269.686,269.686,269.686,1002,78,0,0.0,0.0,0,800,428.0,74.0,42.0,4935.0
05,270.29200000000003,270.29200000000003,270.29200000000003,1004,71,2,0.0,0.0,0,800,410.0,74.0,34.0,4618.0
06,270.29200000000003,270.29200000000003,270.29200000000003,1004,71,2,0.0,0.0,0,800,401.0,74.0,34.0,4397.0
07,270.29200000000003,270.29200000000003,270.29200000000003,1004,71,2,0.0,0.0,0,800,408.0,72.0,35.0,3992.0
08,274.601,274.601,274.601,1005,71,1,0.0,0.0,0,800,413.0,73.0,54.0,3629.0
09,274.601,274.601,274.601,1005,71,1,0.0,0.0,0,800,419.0,74.0,743.0,3073.0
10,274.601,274.601,274.601,1005,71,1,0.0,0.0,0,800,422.0,72.0,2019.0,2683.0
11,284.824,284.824,284.824,1006,55,1,0.0,0.0,0,800,421.0,73.0,3197.0,2771.0
12,284.824,284.824,284.824,1006,55,1,0.0,0.0,0,800,428.0,75.0,3885.0,2906.0
13,284.824,284.824,284.824,1006,55,1,0.0,0.0,0,800,425.0,74.0,4007.0,2923.0
14,285.05065625,285.05065625,285.05065625,1015,52,1,0.0,0.0,0,800,423.0,76.0,3973.0,2945.0
15,285.27734375,285.27734375,285.27734375,1025,50,1,0.0,0.0,0,800,421.0,76.0,3818.0,2709.0
16,281.024,281.024,281.024,1021,67,1,0.0,0.0,0,800,422.0,75.0,3088.0,2552.0
17,282.744,282.744,282.744,1035,58,1,0.0,0.0,0,800,426.0,75.0,1467.0,2699.0
18,279.98400000000004,279.98400000000004,279.98400000000004,1035,68,1,0.0,0.0,0,800,427.0,74.0,404.0,2764.0
19,277.8761875,277.8761875,277.8761875,1017,69,1,0.0,0.0,0,800,442.0,76.0,139.0,2913.0
20,275.0075,275.0075,275.0075,1021,81,1,0.0,0.0,0,800,445.0,74.0,100.0,3118.0
21,272.791,272.791,272.791,1006,84,1,0.0,0.0,0,800,443.0,74.0,75.0,3373.0
22,272.791,272.791,272.791,1006,84,1,0.0,0.0,0,800,440.0,74.0,74.0,3508.0
23,271.22900000000004,271.22900000000004,271.22900000000004,1006,82,1,0.0,0.0,0,800,438.0,74.0,56.0,3527.0
00,271.22900000000004,271.22900000000004,271.22900000000004,1006,82,1,0.0,0.0,0,800,368.0,62.0,54.0,13232.0
01,271.22900000000004,271.22900000000004,271.22900000000004,1006,82,1,0.0,0.0,0,800,368.0,61.0,54.0,12760.0
02,270.664,270.664,270.664,1005,82,1,0.0,0.0,0,800,358.0,60.0,54.0,12174.0
03,270.664,270.664,270.664,1005,82,1,0.0,0.0,0,800,353.0,59.0,53.0,11358.0
04,270.664,270.664,270.664,1005,82,1,0.0,0.0,0,800,354.0,61.0,53.0,11199.0
05,270.277,270.277,270.277,1006,78,1,0.0,0.0,0,800,354.0,59.0,63.0,11152.0
06,270.277,270.277,270.277,1006,78,1,0.0,0.0,0,800,357.0,60.0,55.0,11169.0
07,270.277,270.277,270.277,1006,78,1,0.0,0.0,0,800,357.0,60.0,54.0,11205.0
08,274.43,274.43,274.43,1007,70,2,0.0,0.0,0,800,359.0,59.0,116.0,10920.0
09,274.43,274.43,274.43,1007,70,2,0.0,0.0,0,800,357.0,59.0,1039.0,10491.0
10,274.43,274.43,274.43,1007,70,2,0.0,0.0,0,800,377.0,60.0,2373.0,10156.0
11,285.595,285.595,285.595,1007,52,1,0.0,0.0,0,800,376.0,59.0,3699.0,10421.0
12,286.3040000000001,286.3040000000001,286.3040000000001,1022,44,1,0.0,0.0,0,800,376.0,60.0,4154.0,11230.0
13,285.595,285.595,285.595,1007,52,1,0.0,0.0,0,800,373.0,61.0,4074.0,11920.0
14,287.2833125,287.2833125,287.2833125,1036,37,1,0.0,0.0,0,800,383.0,58.0,3851.0,11819.0
15,287.5536875,287.5536875,287.5536875,1036,37,1,0.0,0.0,0,800,391.0,57.0,3619.0,11961.0
16,282.42,282.42,282.42,1037,54,1,0.0,0.0,0,800,395.0,59.0,3024.0,12025.0
17,284.49165625,284.49165625,284.49165625,1036,48,1,0.0,0.0,0,800,394.0,59.0,2053.0,12077.0
18,281.15934375,281.15934375,281.15934375,1036,59,1,0.0,0.0,0,800,410.0,64.0,769.0,11276.0
19,277.545,277.545,277.545,1006,81,1,0.0,0.0,0,800,435.0,68.0,266.0,10510.0
20,275.707,275.707,275.707,1022,75,1,0.0,0.0,0,800,435.0,69.0,165.0,10406.0
21,273.587,273.587,273.587,1007,79,1,0.0,0.0,0,800,437.0,69.0,137.0,10445.0
22,273.587,273.587,273.587,1007,79,1,0.0,0.0,0,800,437.0,66.0,137.0,9976.0
23,272.333,272.333,272.333,1007,78,1,0.0,0.0,0,800,443.0,64.0,137.0,9527.0
00,272.333,272.333,272.333,1007,78,1,0.0,0.0,0,800,478.0,76.0,62.0,9264.0
01,272.333,272.333,272.333,1007,78,1,0.0,0.0,0,800,463.0,68.0,62.0,9135.0
02,271.967,271.967,271.967,1006,80,1,0.0,0.0,8,800,452.0,66.0,61.0,9362.0
03,271.967,271.967,271.967,1006,80,1,0.0,0.0,8,800,454.0,68.0,61.0,9628.0
04,271.967,271.967,271.967,1006,80,1,0.0,0.0,8,800,449.0,67.0,61.0,9607.0
05,271.969,271.969,271.969,1005,80,2,0.0,0.0,12,801,453.0,66.0,61.0,9666.0
06,271.969,271.969,271.969,1005,80,2,0.0,0.0,12,801,458.0,68.0,61.0,9743.0
07,271.969,271.969,271.969,1005,80,2,0.0,0.0,12,801,452.0,67.0,63.0,9401.0
08,275.827,275.827,275.827,1006,78,2,0.0,0.0,0,800,438.0,66.0,233.0,8363.0
09,275.827,275.827,275.827,1006,78,2,0.0,0.0,0,800,433.0,68.0,820.0,7924.0
10,275.827,275.827,275.827,1006,78,2,0.0,0.0,0,800,419.0,68.0,1665.0,7592.0
11,287.968,287.968,287.968,1005,51,2,0.0,0.0,0,800,431.0,71.0,2488.0,7874.0
12,287.968,287.968,287.968,1005,51,2,0.0,0.0,0,800,425.0,64.0,3218.0,8192.0
13,287.968,287.968,287.968,1005,51,2,0.0,0.0,0,800,427.0,64.0,3695.0,8718.0
14,287.968,287.968,287.968,1005,51,2,0.0,0.0,0,800,421.0,64.0,3780.0,9152.0
15,290.323,290.323,290.323,1003,51,2,0.0,0.0,0,800,410.0,62.0,3370.0,9382.0
16,288.18425,288.18425,288.18425,1010,55,2,0.0,0.0,0,800,397.0,61.0,2692.0,9307.0
17,287.5973125,287.5973125,287.5973125,1032,53,2,0.0,0.0,0,800,393.0,59.0,1931.0,8892.0
18,284.6826875,284.6826875,284.6826875,1032,60,2,0.0,0.0,0,800,418.0,62.0,1015.0,8568.0
19,281.768,281.768,281.768,1003,72,2,0.0,0.0,0,800,458.0,66.0,502.0,9005.0
20,277.502,277.502,277.502,1003,79,2,0.0,0.0,0,800,462.0,67.0,355.0,9672.0
21,277.502,277.502,277.502,1003,79,2,0.0,0.0,0,800,462.0,69.0,291.0,10081.0
22,277.502,277.502,277.502,1003,79,2,0.0,0.0,0,800,463.0,71.0,207.0,10537.0
23,276.168,276.168,276.168,1003,78,2,0.0,0.0,0,800,456.0,70.0,117.0,10953.0
00,276.168,276.168,276.168,1003,78,2,0.0,0.0,0,800,391.0,58.0,692.0,8540.0
01,276.168,276.168,276.168,1003,78,2,0.0,0.0,0,800,351.0,58.0,684.0,8080.0
02,275.243,275.243,275.243,1002,77,2,0.0,0.0,0,800,350.0,57.0,648.0,7773.0
03,275.243,275.243,275.243,1002,77,2,0.0,0.0,0,800,366.0,56.0,640.0,7601.0
04,275.243,275.243,275.243,1002,77,2,0.0,0.0,0,800,377.0,56.0,563.0,7584.0
05,274.779,274.779,274.779,1002,75,2,0.0,0.0,0,800,372.0,58.0,372.0,7812.0
06,274.779,274.779,274.779,1002,75,2,0.0,0.0,0,800,377.0,54.0,179.0,7950.0
07,274.779,274.779,274.779,1002,75,2,0.0,0.0,0,800,396.0,56.0,129.0,8228.0
08,277.761,277.761,277.761,1003,74,1,0.0,0.0,0,800,415.0,53.0,357.0,8341.0
09,277.761,277.761,277.761,1003,74,1,0.0,0.0,0,800,418.0,54.0,1634.0,8569.0
10,277.761,277.761,277.761,1003,74,1,0.0,0.0,0,800,402.0,55.0,3830.0,8433.0
11,277.761,277.761,277.761,1003,74,1,0.0,0.0,0,800,411.0,60.0,4937.0,8001.0
12,288.936,288.936,288.936,1002,57,1,0.0,0.0,0,800,403.0,57.0,5302.0,7520.0
13,288.936,288.936,288.936,1002,57,1,0.0,0.0,0,800,407.0,58.0,5590.0,7274.0
14,289.305,289.305,289.305,1002,55,1,0.0,0.0,0,800,393.0,60.0,5668.0,6878.0
15,289.6740000000001,289.6740000000001,289.6740000000001,1001,53,1,0.0,0.0,0,800,400.0,59.0,5593.0,7517.0
16,289.742,289.742,289.742,1001,57,1,0.0,0.0,0,800,397.0,57.0,5316.0,7999.0
17,285.2135,285.2135,285.2135,1001,74,1,0.0,0.0,0,800,393.0,59.0,4907.0,8181.0
18,280.685,280.685,280.685,1002,92,2,0.0,0.0,0,800,402.0,61.0,4200.0,8260.0
19,278.057,278.057,278.057,1002,89,1,0.0,0.0,0,800,409.0,59.0,2911.0,8156.0
20,275.42900000000003,275.42900000000003,275.42900000000003,1003,87,1,0.0,0.0,0,800,438.0,59.0,1392.0,8347.0
21,275.42900000000003,275.42900000000003,275.42900000000003,1018,91,1,0.0,0.0,0,800,436.0,57.0,748.0,8875.0
22,275.42900000000003,275.42900000000003,275.42900000000003,1003,87,1,0.0,0.0,0,800,424.0,59.0,696.0,8922.0
23,274.5185,274.5185,274.5185,1018,91,1,0.0,0.0,0,800,403.0,59.0,672.0,8735.0
00,273.608,273.608,273.608,1003,86,1,0.0,0.0,0,800,373.0,72.0,691.0,7351.0
01,273.608,273.608,273.608,1003,86,1,0.0,0.0,0,800,363.0,74.0,668.0,7403.0
02,273.553,273.553,273.553,1003,84,2,0.0,0.0,0,800,359.0,75.0,662.0,7887.0
04,273.553,273.553,273.553,1003,84,2,0.0,0.0,0,800,334.0,71.0,570.0,8348.0
05,273.61400000000003,273.61400000000003,273.61400000000003,1002,84,1,0.0,0.0,0,800,338.0,72.0,428.0,8526.0
06,273.61400000000003,273.61400000000003,273.61400000000003,1002,84,1,0.0,0.0,0,800,341.0,73.0,243.0,8518.0
07,273.61400000000003,273.61400000000003,273.61400000000003,1002,84,1,0.0,0.0,0,800,343.0,74.0,155.0,8263.0
08,277.061,277.061,277.061,1002,83,1,0.0,0.0,0,800,345.0,74.0,500.0,8326.0
09,277.061,277.061,277.061,1002,83,1,0.0,0.0,0,800,369.0,76.0,1333.0,8046.0
10,276.909,276.909,276.909,1001,84,1,0.0,0.0,0,800,374.0,74.0,2482.0,8439.0
11,286.983,286.983,286.983,1001,68,1,0.0,0.0,0,800,376.0,74.0,3339.0,9131.0
18,282.57734375,282.57734375,282.57734375,1028,86,1,0.0,0.0,0,800,370.0,71.0,2944.0,7431.0
19,278.664,278.664,278.664,1005,84,1,0.0,0.0,0,800,375.0,75.0,1971.0,6570.0
20,275.77,275.77,275.77,998,91,0,0.0,0.0,0,800,371.0,73.0,958.0,5549.0
21,275.77,275.77,275.77,998,91,0,0.0,0.0,0,800,370.0,74.0,605.0,4979.0
22,275.77,275.77,275.77,998,91,0,0.0,0.0,0,800,362.0,75.0,518.0,4822.0
23,274.8905,274.8905,274.8905,997,88,1,0.0,0.0,0,800,370.0,72.0,394.0,4982.0
00,274.011,274.011,274.011,996,86,1,0.0,0.0,0,800,535.0,66.0,626.0,4052.0
01,274.011,274.011,274.011,996,86,1,0.0,0.0,0,800,532.0,63.0,624.0,3832.0
02,273.142,273.142,273.142,995,86,1,0.0,0.0,0,800,530.0,63.0,616.0,3398.0
03,273.142,273.142,273.142,995,86,1,0.0,0.0,0,800,532.0,65.0,582.0,3003.0
04,273.142,273.142,273.142,995,86,1,0.0,0.0,0,800,541.0,66.0,576.0,2569.0
05,272.325,272.325,272.325,995,86,1,0.0,0.0,8,800,545.0,64.0,499.0,2380.0
06,272.325,272.325,272.325,995,86,1,0.0,0.0,8,800,540.0,63.0,415.0,2196.0
07,272.325,272.325,272.325,995,86,1,0.0,0.0,8,800,546.0,63.0,412.0,1701.0
08,275.545,275.545,275.545,995,90,1,0.0,0.0,8,800,546.0,63.0,1168.0,1102.0
09,275.545,275.545,275.545,995,90,1,0.0,0.0,8,800,544.0,64.0,3018.0,682.0
10,275.545,275.545,275.545,995,90,1,0.0,0.0,8,800,543.0,64.0,4129.0,470.0
11,285.676,285.676,285.676,995,68,1,0.0,0.0,0,800,539.0,63.0,4642.0,472.0
12,285.676,285.676,285.676,995,68,1,0.0,0.0,0,800,547.0,62.0,4976.0,683.0
13,286.4,286.4,286.4,994,66,1,0.0,0.0,0,800,538.0,61.0,5044.0,1041.0
14,287.124,287.124,287.124,994,64,0,0.0,0.0,0,800,534.0,68.0,4887.0,1652.0
15,287.124,287.124,287.124,994,64,0,0.0,0.0,0,800,537.0,69.0,4641.0,2761.0
16,283.237,283.237,283.237,995,79,0,0.0,0.0,4,800,537.0,66.0,4279.0,3277.0
17,279.35,279.35,279.35,995,94,1,0.0,0.0,8,800,532.0,69.0,3824.0,3281.0
18,279.973,279.973,279.973,995,96,1,0.0,0.0,24,801,533.0,69.0,3132.0,3781.0
19,278.3905,278.3905,278.3905,996,95,1,0.0,0.0,44,802,528.0,69.0,2383.0,3943.0
20,276.808,276.808,276.808,996,94,1,0.0,0.0,64,803,536.0,71.0,1586.0,4028.0
21,276.808,276.808,276.808,1011,96,1,0.0,0.0,64,803,535.0,70.0,891.0,3661.0
22,278.16334375,278.16334375,278.16334375,997,95,1,0.0,0.0,82,803,531.0,72.0,696.0,3485.0
23,278.841,278.841,278.841,997,96,1,0.0,0.0,92,804,528.0,72.0,669.0,3276.0
00,278.841,278.841,278.841,997,96,1,0.0,0.0,92,804,499.0,55.0,1280.0,6210.0
01,278.841,278.841,278.841,997,96,1,0.0,0.0,92,804,502.0,55.0,1253.0,5993.0
02,279.626,279.626,279.626,998,99,1,0.3,0.0,88,500,491.0,55.0,1231.0,5529.0
03,279.626,279.626,279.626,998,99,1,0.3,0.0,88,500,495.0,56.0,1223.0,5127.0
04,279.626,279.626,279.626,998,99,1,0.3,0.0,88,500,503.0,55.0,1189.0,4940.0
05,278.987,278.987,278.987,998,96,2,0.0,0.0,48,802,505.0,57.0,1142.0,4735.0
06,278.987,278.987,278.987,998,96,2,0.0,0.0,48,802,506.0,54.0,1043.0,4266.0
07,278.987,278.987,278.987,998,96,2,0.0,0.0,48,802,505.0,55.0,979.0,3849.0
08,278.0316875,278.0316875,278.0316875,1029,90,1,0.3,0.0,68,500,510.0,55.0,1336.0,3369.0
09,278.77334375,278.77334375,278.77334375,1030,86,2,0.3,0.0,80,500,501.0,54.0,2121.0,2959.0
10,281.3868125,281.3868125,281.3868125,1011,83,1,0.3,0.0,27,500,494.0,51.0,2841.0,3226.0
11,281.8165,281.8165,281.8165,1015,79,1,0.3,0.0,50,500,498.0,51.0,3556.0,4273.0
12,284.118,284.118,284.118,1000,77,1,0.0,0.0,8,800,491.0,52.0,3756.0,5914.0
13,284.3325,284.3325,284.3325,1007,75,1,0.3,0.0,8,500,495.0,50.0,3639.0,7320.0
14,284.11334375,284.11334375,284.11334375,1030,72,1,0.3,0.0,32,500,501.0,53.0,4133.0,7837.0
15,284.5446875,284.5446875,284.5446875,1030,72,1,0.3,0.0,20,500,498.0,51.0,4896.0,7890.0
16,281.38,281.38,281.38,1031,85,1,0.3,0.0,26,500,491.0,52.0,4647.0,7996.0
17,283.01,283.01,283.01,1030,80,1,0.3,0.0,8,500,495.0,52.0,4184.0,7955.0
18,281.04400000000004,281.04400000000004,281.04400000000004,1030,88,1,0.3,0.0,8,500,497.0,52.0,3631.0,7582.0
19,280.3815,280.3815,280.3815,1031,87,1,0.0,0.0,26,802,483.0,51.0,2772.0,6821.0
20,278.85,278.85,278.85,1032,93,1,0.0,0.0,32,802,482.0,52.0,2013.0,6198.0
21,278.25,278.25,278.25,1032,94,1,0.0,0.0,32,802,481.0,53.0,1193.0,6139.0
22,277.85,277.85,277.85,1033,94,1,0.0,0.0,50,802,481.0,52.0,636.0,6398.0
23,277.45,277.45,277.45,1033,95,2,0.0,0.0,68,803,479.0,52.0,573.0,6262.0
00,279.85,279.85,279.85,1033,94,2,0.0,0.0,68,803,546.0,67.0,433.0,5908.0
01,278.95,278.95,278.95,1033,94,1,0.0,0.0,46,802,516.0,67.0,391.0,5509.0
02,278.05,278.05,278.05,1033,95,1,0.0,0.0,24,801,508.0,67.0,352.0,5204.0
03,277.25,277.25,277.25,1034,95,1,0.0,0.0,24,801,509.0,65.0,328.0,4891.0
04,276.75,276.75,276.75,1034,95,1,0.0,0.0,24,801,518.0,67.0,327.0,4738.0
05,276.45,276.45,276.45,1034,96,1,0.0,0.0,24,801,528.0,66.0,320.0,4868.0
06,276.05,276.05,276.05,1034,95,1,0.0,0.0,0,800,533.0,67.0,265.0,4809.0
07,275.55,275.55,275.55,1035,95,1,0.0,0.0,0,800,525.0,66.0,223.0,4849.0
08,275.15,275.15,275.15,1036,95,1,0.0,0.0,0,800,529.0,69.0,708.0,4285.0
09,278.35,278.35,278.35,1037,95,2,0.0,0.0,0,800,534.0,66.0,2225.0,3889.0
10,282.05,282.05,282.05,1037,82,2,0.0,0.0,0,800,533.0,67.0,3943.0,3330.0
11,284.25,284.25,284.25,1037,68,2,0.0,0.0,0,800,531.0,66.0,4514.0,2911.0
12,285.55,285.55,285.55,1037,65,1,0.0,0.0,0,800,522.0,68.0,4926.0,2376.0
13,286.85,286.85,286.85,1036,54,1,0.0,0.0,0,800,509.0,69.0,5067.0,1917.0
14,287.75,287.75,287.75,1036,52,1,0.0,0.0,0,800,504.0,69.0,5092.0,1741.0
15,289.05,289.05,289.05,1037,46,3,0.0,0.0,0,800,506.0,66.0,5019.0,1680.0
16,286.675,286.675,286.675,1037,55,2,0.0,0.0,0,800,500.0,67.0,4803.0,1774.0
17,283.982,283.982,283.982,1037,69,1,0.0,0.0,0,800,502.0,67.0,4507.0,2001.0
18,281.766,281.766,281.766,1038,76,1,0.0,0.0,0,800,514.0,69.0,4010.0,2574.0
19,279.55,279.55,279.55,1038,84,1,0.0,0.0,0,800,513.0,69.0,3321.0,3022.0
20,278.85,278.85,278.85,1038,84,6,0.0,0.0,0,800,511.0,68.0,2089.0,3312.0
21,281.05,281.05,281.05,1039,72,3,0.0,0.0,0,800,516.0,67.0,957.0,3478.0
22,280.25,280.25,280.25,1040,79,6,0.0,0.0,0,800,519.0,70.0,721.0,3726.0
23,278.85,278.85,278.85,1040,80,1,0.0,0.0,0,800,515.0,67.0,691.0,3968.0
00,277.75,277.75,277.75,1040,82,1,0.0,0.0,0,800,489.0,66.0,39.0,3552.0
01,276.95,276.95,276.95,1040,83,1,0.0,0.0,0,800,483.0,68.0,38.0,3334.0
02,277.45,277.45,277.45,1040,77,1,0.0,0.0,0,800,485.0,67.0,37.0,3486.0
03,278.95,278.95,278.95,1041,70,1,0.0,0.0,0,800,477.0,67.0,37.0,3492.0
04,277.05,277.05,277.05,1041,76,1,0.0,0.0,0,800,480.0,66.0,36.0,3541.0
05,277.0,277.0,277.0,1041,76,1,0.0,0.0,0,800,482.0,66.0,41.0,3603.0
06,276.95,276.95,276.95,1041,77,1,0.0,0.0,0,800,477.0,66.0,45.0,3952.0
07,276.6,276.6,276.6,1041,77,1,0.0,0.0,0,800,477.0,67.0,58.0,4209.0
08,276.25,276.25,276.25,1042,78,1,0.0,0.0,0,800,495.0,67.0,317.0,4171.0
09,276.545,276.545,276.545,1042,77,1,0.0,0.0,0,800,493.0,67.0,1107.0,3873.0
10,284.85,284.85,284.85,1042,53,2,0.0,0.0,0,800,490.0,68.0,2133.0,3865.0
11,282.295,282.295,282.295,1041,60,2,0.0,0.0,0,800,490.0,69.0,3193.0,3802.0
12,287.75,287.75,287.75,1041,45,3,0.0,0.0,0,800,487.0,66.0,3932.0,3676.0
13,289.35,289.35,289.35,1040,41,4,0.0,0.0,0,800,492.0,68.0,4156.0,3620.0
14,290.95,290.95,290.95,1039,37,6,0.0,0.0,0,800,490.0,70.0,4285.0,3774.0
15,289.956,289.956,289.956,1039,43,4,0.0,0.0,0,800,486.0,72.0,4135.0,4045.0
16,286.82040625,286.82040625,286.82040625,1040,55,4,0.0,0.0,0,800,480.0,70.0,3883.0,4345.0
17,286.1833125,286.1833125,286.1833125,1040,61,1,0.0,0.0,0,800,487.0,71.0,3513.0,4914.0
18,283.40465625,283.40465625,283.40465625,1040,72,1,0.0,0.0,0,800,481.0,69.0,3253.0,5564.0
19,285.278,285.278,285.278,1040,56,1,0.0,0.0,0,800,470.0,72.0,2403.0,5966.0
20,284.05,284.05,284.05,1040,59,1,0.0,0.0,0,800,468.0,72.0,1060.0,5879.0
21,280.163,280.163,280.163,1040,70,1,0.0,0.0,0,800,476.0,71.0,530.0,5861.0
22,280.26040625,280.26040625,280.26040625,1039,70,1,0.0,0.0,0,800,477.0,73.0,444.0,5431.0
23,275.7093125,275.7093125,275.7093125,1039,83,1,0.0,0.0,0,800,477.0,72.0,386.0,5147.0
00,275.14265625,275.14265625,275.14265625,1039,85,1,0.0,0.0,0,800,537.0,71.0,384.0,996.0
01,280.5315,280.5315,280.5315,1038,63,1,0.0,0.0,0,800,537.0,72.0,167.0,897.0
02,281.95,281.95,281.95,1038,57,1,0.0,0.0,0,800,544.0,69.0,102.0,934.0
03,278.147,278.147,278.147,1037,72,1,0.0,0.0,0,800,553.0,69.0,103.0,933.0
04,284.15,284.15,284.15,1036,45,8,0.0,0.0,0,800,559.0,68.0,102.0,898.0
05,279.797,279.797,279.797,1035,64,3,0.0,0.0,0,800,564.0,66.0,102.0,826.0
06,285.25,285.25,285.25,1034,41,6,0.0,0.0,0,800,561.0,67.0,102.0,890.0
07,285.75,285.75,285.75,1034,37,4,0.0,0.0,0,800,559.0,66.0,103.0,998.0
08,286.25,286.25,286.25,1034,34,3,0.0,0.0,0,800,566.0,68.0,233.0,1183.0
09,282.5835,282.5835,282.5835,1034,49,2,0.0,0.0,0,800,564.0,68.0,1209.0,1214.0
10,285.75,285.75,285.75,1034,43,1,0.0,0.0,0,800,563.0,66.0,2927.0,852.0
11,284.8835,284.8835,284.8835,1034,47,5,0.0,0.0,0,800,547.0,67.0,4515.0,828.0
12,290.85,290.85,290.85,1033,30,8,0.0,0.0,0,800,554.0,69.0,5044.0,1346.0
13,292.4,292.4,292.4,1031,28,12,0.0,0.0,0,800,560.0,71.0,5107.0,2139.0
14,293.95,293.95,293.95,1030,26,17,0.0,0.0,0,800,565.0,73.0,4900.0,2602.0
15,292.681,292.681,292.681,1030,38,9,0.0,0.0,0,800,561.0,76.0,4463.0,3146.0
16,294.85,294.85,294.85,1028,25,3,0.0,0.0,0,800,556.0,72.0,4215.0,3812.0
17,291.231,291.231,291.231,1029,43,3,0.0,0.0,0,800,564.0,76.0,3756.0,4411.0
18,291.05,291.05,291.05,1028,36,6,0.0,0.0,0,800,558.0,75.0,2857.0,4682.0
19,290.9,290.9,290.9,1028,35,7,0.0,0.0,0,800,565.0,79.0,1303.0,4400.0
20,290.75,290.75,290.75,1028,34,8,0.0,0.0,0,800,577.0,77.0,633.0,4443.0
21,290.15,290.15,290.15,1027,32,5,0.0,0.0,0,800,562.0,74.0,510.0,4419.0
22,289.55,289.55,289.55,1027,31,3,0.0,0.0,0,800,575.0,76.0,497.0,3976.0
23,289.0,289.0,289.0,1027,31,8,0.0,0.0,0,800,578.0,74.0,466.0,3299.0
00,288.45,288.45,288.45,1026,32,12,0.0,0.0,0,800,525.0,71.0,26.0,4256.0
01,288.05,288.05,288.05,1026,31,17,0.0,0.0,0,800,515.0,71.0,25.0,4802.0
02,287.65,287.65,287.65,1025,30,22,0.0,0.0,0,800,510.0,70.0,25.0,5261.0
03,280.946,280.946,280.946,1026,59,11,0.0,0.0,0,800,500.0,63.0,25.0,5647.0
04,288.15,288.15,288.15,1025,24,4,0.0,0.0,0,800,503.0,63.0,25.0,5907.0
05,279.996,279.996,279.996,1026,58,5,0.0,0.0,0,800,499.0,64.0,25.0,6487.0
06,285.75,285.75,285.75,1025,28,11,0.0,0.0,0,800,501.0,64.0,23.0,7036.0
07,284.95,284.95,284.95,1026,31,9,0.0,0.0,0,800,496.0,61.0,35.0,7397.0
08,284.15,284.15,284.15,1026,34,8,0.0,0.0,0,800,495.0,62.0,394.0,8140.0
09,285.55,285.55,285.55,1028,38,2,0.0,0.0,0,800,516.0,63.0,1228.0,9148.0
10,286.65,286.65,286.65,1028,39,2,0.0,0.0,0,800,547.0,61.0,2045.0,9866.0
11,288.25,288.25,288.25,1028,37,4,0.0,0.0,0,800,539.0,62.0,2423.0,10448.0
12,289.35,289.35,289.35,1027,36,8,0.0,0.0,20,801,554.0,63.0,2437.0,10819.0
13,291.05,291.05,291.05,1026,33,8,0.0,0.0,0,800,550.0,62.0,2022.0,11383.0
14,293.05,293.05,293.05,1025,33,3,0.0,0.0,0,800,546.0,60.0,1630.0,11916.0
15,293.95,293.95,293.95,1026,32,3,0.0,0.0,0,800,542.0,62.0,1334.0,12171.0
16,293.25,293.25,293.25,1027,35,3,0.0,0.0,0,800,544.0,60.0,860.0,12258.0
17,290.35,290.35,290.35,1028,45,8,0.0,0.0,12,801,553.0,62.0,254.0,12239.0
18,285.741,285.741,285.741,1030,59,4,0.0,0.0,6,800,570.0,69.0,57.0,12399.0
19,286.08334375,286.08334375,286.08334375,1030,59,3,0.0,0.0,4,800,567.0,69.0,54.0,12793.0
20,283.95,283.95,283.95,1031,66,1,0.0,0.0,0,800,559.0,70.0,55.0,12806.0
21,281.55,281.55,281.55,1032,73,1,0.0,0.0,0,800,545.0,69.0,34.0,12675.0
22,280.55,280.55,280.55,1033,76,1,0.0,0.0,0,800,554.0,68.0,31.0,12677.0
23,279.95,279.95,279.95,1033,79,1,0.0,0.0,0,800,537.0,69.0,31.0,12580.0
00,279.25,279.25,279.25,1034,84,1,0.0,0.0,0,800,468.0,67.0,44.0,1661.0
01,278.95,278.95,278.95,1034,86,1,0.0,0.0,0,800,444.0,66.0,42.0,1436.0
02,278.95,278.95,278.95,1034,86,1,0.0,0.0,92,804,425.0,65.0,42.0,1350.0
03,279.45,279.45,279.45,1034,88,1,0.0,0.0,92,804,446.0,66.0,42.0,1386.0
04,279.75,279.75,279.75,1033,91,1,0.0,0.0,92,804,463.0,66.0,42.0,1349.0
05,279.35,279.35,279.35,1033,93,2,0.0,0.0,88,804,467.0,67.0,42.0,1286.0
06,279.25,279.25,279.25,1034,94,2,0.0,0.0,88,804,470.0,66.0,42.0,1263.0
07,278.25,278.25,278.25,1034,94,2,0.0,0.0,88,804,464.0,67.0,45.0,1266.0
08,281.95,281.95,281.95,1034,88,3,0.0,0.0,92,804,478.0,66.0,157.0,1237.0
09,283.35,283.35,283.35,1035,84,3,0.0,0.0,92,804,484.0,63.0,1104.0,1205.0
10,284.55,284.55,284.55,1035,82,1,0.0,0.0,92,804,483.0,61.0,2190.0,1196.0
11,286.15,286.15,286.15,1034,76,4,0.0,0.0,24,801,479.0,66.0,3012.0,1146.0
